,words,IPA
38034,relapse,rIlɑps
38035,relate,rIleIt
38036,related,rIleItId
38037,relatedness,rIleItIdnIs
38038,relateto,rIleIttu
38039,relation,"rIleISn,"
38040,relational,"rIleIS@nl,"
38041,relations,"rIleISn,z"
38042,relationship,"rIleISn,SIp"
38043,relative,rEl@tIv
38044,relative,rEl@tIv
38045,relativeadverb,rEl@tIvɑdv3b
38046,relativeclause,rEl@tIvklOz
38047,relatively,rEl@tIvlI
38048,relativepronoun,rEl@tIvpr@UnaUn
38049,relativism,rEl@tIvIz@m
38050,relativistic,rEl@tIvIstIk
38051,relativity,rEl@tIv@tI
38052,relax,rIlɑks
38053,relaxation,"rilɑkseISn,"
38054,relaxing,rIlɑksIN
38055,relay,rileI
38056,relay,rileI
38057,relay,rileI
38058,relayrace,rileIreIs
38059,relaystation,"rileIsteISn,"
38060,release,rIlis
38061,release,rIlis
38062,relegate,rElIgeIt
38063,relegateto,rElIgeIttu
38064,relegation,"rElIgeISn,"
38065,relent,rIlEnt
38066,relentless,rIlEntlIs
38067,relentlessly,rIlEntlIslI
38068,relentlessness,rIlEntlIsnIs
38069,relevance,rEl@v@ns
38070,relevancy,rEl@v@nsI
38071,relevant,rEl@v@nt
38072,relevantly,rEl@v@ntlI
38073,reliability,rIlaI@bIl@tI
38074,reliable,"rIlaI@bl,"
38075,reliably,rIlaI@blI
38076,reliance,rIlaI@ns
38077,reliant,rIlaI@nt
38078,relic,rElIk
38079,relics,rElIks
38080,relict,rElIkt
38081,relict,rElIkt
38082,relief,rIlif
38083,reliefmap,rIlifmɑp
38084,reliefroad,rIlifr@Ud
38085,reliefworks,rIlifw3ks
38086,relieve,rIliv
38087,relieved,rIlivd
38088,relieveof,rIlivOv
38089,religion,rIlIdZ@n
38090,religious,rIlIdZ@s
38091,religious,rIlIdZ@s
38092,religiousliberty,rIlIdZ@slIb@tI
38093,religiously,rIlIdZ@slI
38094,reline,rilaIn
38095,relinquish,rIlINkwIS
38096,reliquary,rElIkw@rI
38097,relish,rElIS
38098,relish,rElIS
38099,relive,rilIv
38100,reload,ril@Ud
38101,relocate,ril@UkeIt
38102,relocation,"ril@UkeISn,"
38103,reluctance,rIlVkt@ns
38104,reluctant,rIlVkt@nt
38105,reluctantly,rIlVkt@ntlI
38106,relyon,rIlaIOn
38107,relyupon,rIlaI@pOn
38108,remain,rImeIn
38109,remainder,rImeInd@rɞ
38110,remainder,rImeInd@rɞ
38111,remains,rImeInz
38112,remake,rimeIk
38113,remake,rimeIk
38114,remand,rImAnd
38115,remand,rImAnd
38116,remandhome,rImAndh@Um
38117,remark,rImAk
38118,remark,rImAk
38119,remarkable,"rImAk@bl,"
38120,remarkably,rImAk@blI
38121,remarkon,rImAkOn
38122,remarkupon,rImAk@pOn
38123,remarriage,rimɑrIdZ
38124,remarry,rimɑrI
38125,remediable,"rImidj@bl,"
38126,remedial,rImidj@l
38127,remedially,rImidj@lI
38128,remedy,rEm@dI
38129,remedy,rEm@dI
38130,remember,rImEmb@rɞ
38131,rememberas,rImEmb@rɑz
38132,rememberto,rImEmb@tu
38133,remembrance,rImEmbr@ns
38134,RemembranceDay,rImEmbr@nsdeI
38135,RemembranceSunday,rImEmbr@nssVndI
38136,remilitarization,"rimIlIt@raIzeISn,"
38137,remilitarize,rimIlIt@raIz
38138,remind,rImaInd
38139,reminder,rImaInd@rɞ
38140,remindof,rImaIndOv
38141,reminisce,rEmInIs
38142,reminiscence,"rEmInIsn,s"
38143,reminiscences,"rEmInIsn,sIz"
38144,reminiscent,"rEmInIsn,t"
38145,reminiscently,"rEmInIsn,tlI"
38146,remiss,rImIs
38147,remission,"rImISn,"
38148,remissness,rImIsnIs
38149,remit,rImIt
38150,remittance,rImIt@ns
38151,remittanceman,rImIt@nsmɑn
38152,remittent,rImIt@nt
38153,remitto,rImIttu
38154,remnant,rEmn@nt
38155,remodel,"rimOdl,"
38156,remonstrance,rImOnstr@ns
38157,remonstrate,rEm@nstreIt
38158,remorse,rImOs
38159,remorseful,rImOsfUl
38160,remorsefully,rImOsfUlI
38161,remorsefulness,rImOsfUlnIs
38162,remorseless,rImOslIs
38163,remorselessly,rImOslIslI
38164,remorselessness,rImOslIsnIs
38165,remote,rIm@Ut
38166,remotecontrol,rIm@Utk@ntr@Ul
38167,remotely,rIm@UtlI
38168,remoteness,rIm@UtnIs
38169,remould,rim@Uld
38170,remould,rim@Uld
38171,remount,rimaUnt
38172,remount,rimaUnt
38173,removable,"rImuv@bl,"
38174,removal,"rImuvl,"
38175,removalvan,"rImuvl,vɑn"
38176,remove,rImuv
38177,remove,rImuv
38178,removed,rImuvd
38179,remover,rImuv@rɞ
38180,remunerate,rImjun@reIt
38181,remuneration,"rImjun@reISn,"
38182,remunerative,rImjun@r@tIv
38183,remuneratively,rImjun@r@tIvlI
38184,renaissance,r@neIs@ns
38185,Renaissance,r@neIs@ns
38186,Renaissance,r@neIs@ns
38187,renal,"rinl,"
38188,rename,rineIm
38189,renascence,"rInɑsn,s"
38190,renascent,"rInɑsn,t"
38191,rend,rEnd
38192,render,rEnd@rɞ
38193,renderdown,rEnd@daUn
38194,rendering,rEnd@rIN
38195,renderinto,rEnd@rIntu
38196,renderup,rEnd@rVp
38197,rendezvous,rOndIvu
38198,rendezvous,rOndIvu
38199,rendition,"rEndISn,"
38200,renegade,rEnIgeId
38201,renegade,rEnIgeId
38202,renege,rInig
38203,renew,rInju
38204,renewable,"rInju@bl,"
38205,renewal,rInju@l
38206,rennet,rEnIt
38207,renounce,rInaUns
38208,renovate,rEn@UveIt
38209,renovation,"rEn@UveISn,"
38210,renovator,rEn@UveIt@rɞ
38211,renown,rInaUn
38212,renowned,rInaUnd
38213,rent,rEnt
38214,rent,rEnt
38215,rentable,"rEnt@bl,"
38216,rental,"rEntl,"
38217,rent-collector,rEntk@lEkt@rɞ
38218,renter,rEnt@rɞ
38219,rent-free,rEntfri
38220,rent-free,rEntfri
38221,rentier,rOntIeI
38222,rentout,rEntaUt
38223,rent-rebate,rEntribeIt
38224,rent-roll,rEntr@Ul
38225,rentstrike,rEntstraIk
38226,renunciation,"rInVnsIeISn,"
38227,reopen,ri@Up@n
38228,reorganization,"rIOg@naIzeISn,"
38229,reorganize,riOg@naIz
38230,reorient,riOrI@nt
38231,reorientate,riOrIEnteIt
38232,rep,rEp
38233,rep,rEp
38234,repaint,ripeInt
38235,repair,rIpE@rɞ
38236,repair,rIpE@rɞ
38237,repairable,"rIpE@r@bl,"
38238,repairer,rIpE@r@rɞ
38239,repairto,rIpE@tu
38240,reparable,"rEp@r@bl,"
38241,reparation,"rEp@reISn,"
38242,reparations,"rEp@reISn,z"
38243,repartee,rEpAti
38244,repast,rIpAst
38245,repatriate,ripɑtrIeIt
38246,repatriate,ripɑtrIeIt
38247,repatriation,"ripɑtrIeISn,"
38248,repay,ripeI
38249,repayable,"ripeI@bl,"
38250,repayment,ripeIm@nt
38251,repeal,rIpil
38252,repeal,rIpil
38253,repeat,rIpit
38254,repeat,rIpit
38255,repeated,rIpitId
38256,repeatedly,rIpitIdlI
38257,repeater,rIpit@rɞ
38258,repeating,rIpitIN
38259,repel,rIpEl
38260,repellent,rIpEl@nt
38261,repellent,rIpEl@nt
38262,repent,rIpEnt
38263,repentance,rIpEnt@ns
38264,repentant,rIpEnt@nt
38265,repentant,rIpEnt@nt
38266,repentantly,rIpEnt@ntlI
38267,repercussion,"rip@kVSn,"
38268,repertoire,rEp@twArɞ
38269,repertory,rEp@t@rI
38270,repetition,"rEpItISn,"
38271,repetitious,rEpItIS@s
38272,repetitiousness,rEp@tIS@snIs
38273,repetitive,rIpEt@tIv
38274,repine,rIpaIn
38275,replace,rIpleIs
38276,replaceable,"rIpleIs@bl,"
38277,replaceby,rIpleIsbaI
38278,replacement,rIpleIsm@nt
38279,replacewith,rIpleIswID
38280,replay,ripleI
38281,replay,ripleI
38282,replenish,rIplEnIS
38283,replenishment,rIplEnISm@nt
38284,replete,rIplit
38285,repletion,"rIpliSn,"
38286,replica,rEplIk@
38287,replicate,rEplIkeIt
38288,reply,rIplaI
38289,reply,rIplaI
38290,replyfor,rIplaIfOrɞ
38291,reply-paid,rIplaIpeId
38292,repoint,ripOInt
38293,report,rIpOt
38294,report,rIpOt
38295,reportage,rEpOtAZ
38296,reportback,rIpOtbɑk
38297,reportcard,rIpOtkAd
38298,reportedly,rIpOtIdlI
38299,reportedspeech,rIpOtIdspitS
38300,reporter,rIpOt@rɞ
38301,reporton,rIpOtOn
38302,reportupon,rIpOt@pOn
38303,repose,rIp@Uz
38304,repose,rIp@Uz
38305,reposeful,rIp@UzfUl
38306,reposein,rIp@UzIn
38307,reposeon,rIp@UzOn
38308,reposition,"rip@sISn,"
38309,repository,rIpOzIt@rI
38310,repossess,rip@zEs
38311,repossession,"rip@zESn,"
38312,repot,ripOt
38313,reprehend,rEprIhEnd
38314,reprehensible,"rEprIhEns@bl,"
38315,reprehensibly,rEprIhEns@blI
38316,re-present,riprIzEnt
38317,represent,rEprIzEnt
38318,representas,rEprIzEntɑz
38319,representation,"rEprIzEnteISn,"
38320,representational,"rEprIzEnteIS@nl,"
38321,representations,"rEprIzEnteISn,z"
38322,representative,rEprIzEnt@tIv
38323,representative,rEprIzEnt@tIv
38324,representto,rEprIzEnttu
38325,repress,rIprEs
38326,repressed,rIprEst
38327,repression,"rIprESn,"
38328,repressive,rIprEsIv
38329,repressively,rIprEsIvlI
38330,repressiveness,rIprEsIvnIs
38331,reprieve,rIpriv
38332,reprieve,rIpriv
38333,reprimand,rEprImAnd
38334,reprimand,rEprImAnd
38335,reprint,riprInt
38336,reprint,riprInt
38337,reprisal,"rIpraIzl,"
38338,reprise,rIpriz
38339,reproach,rIpr@UtS
38340,reproach,rIpr@UtS
38341,reproachable,"rIpr@UtS@bl,"
38342,reproachful,rIpr@UtSfUl
38343,reproachfully,rIpr@UtSfUlI
38344,reprobate,rEpr@UbeIt
38345,reprobate,rEpr@UbeIt
38346,reprobate,rEpr@UbeIt
38347,reprobation,"rEpr@UbeISn,"
38348,reproduce,ripr@djus
38349,reproducer,ripr@djus@rɞ
38350,reproducible,"ripr@djus@bl,"
38351,reproduction,"ripr@dVkSn,"
38352,reproductive,ripr@dVktIv
38353,reproof,rIpruf
38354,reproof,ripruf
38355,reprove,rIpruv
38356,reproving,rIpruvIN
38357,reprovingly,rIpruvINlI
38358,reptile,rEptaIl
38359,reptilian,rEptIlI@n
38360,reptilian,rEptIlI@n
38361,republic,rIpVblIk
38362,Republic,rIpVblIk
38363,republican,rIpVblIk@n
38364,republican,rIpVblIk@n
38365,Republican,rIpVblIk@n
38366,Republican,rIpVblIk@n
38367,republicanism,rIpVblIk@nIz@m
38368,Republicanism,rIpVblIk@nIz@m
38369,repudiate,rIpjudIeIt
38370,repudiation,"rIpjudIeISn,"
38371,repugnance,rIpVgn@ns
38372,repugnant,rIpVgn@nt
38373,repulse,rIpVls
38374,repulse,rIpVls
38375,repulsion,"rIpVlSn,"
38376,repulsive,rIpVlsIv
38377,repulsively,rIpVlsIvlI
38378,repulsiveness,rIpVlsIvnIs
38379,reputable,"rEpjUt@bl,"
38380,reputably,rEpjUt@blI
38381,reputation,"rEpjUteISn,"
38382,repute,rIpjut
38383,repute,rIpjut
38384,reputed,rIpjutId
38385,reputedly,rIpjutIdlI
38386,request,rIkwEst
38387,request,rIkwEst
38388,requeststop,rIkwEststOp
38389,requiem,rEkwI@m
38390,requiemmass,rEkwI@mmɑs
38391,require,rIkwaI@rɞ
38392,requirement,rIkwaI@m@nt
38393,requisite,rEkwIzIt
38394,requisite,rEkwIzIt
38395,requisition,"rEkwIzISn,"
38396,requisition,"rEkwIzISn,"
38397,requital,"rIkwaItl,"
38398,requite,rIkwaIt
38399,reredos,rI@dOs
38400,rerun,rirVn
38401,rerun,rirVn
38402,rescind,rIsInd
38403,rescript,riskrIpt
38404,rescue,rEskju
38405,rescue,rEskju
38406,rescuer,rEskjU@rɞ
38407,research,rIs3tS
38408,research,rIs3tS
38409,researcher,rIs3tS@rɞ
38410,reseat,risit
38411,resemblance,rIzEmbl@ns
38412,resemble,"rIzEmbl,"
38413,resent,rIzEnt
38414,resentful,rIzEntfUl
38415,resentfully,rIzEntfUlI
38416,resentfulness,rIzEntfUlnIs
38417,resentment,rIzEntm@nt
38418,reservation,"rEz@veISn,"
38419,reserve,rIz3v
38420,reserve,rIz3v
38421,reserved,rIz3vd
38422,reservedly,rIz3vIdlI
38423,reservist,rIz3vIst
38424,reservoir,rEz@vwArɞ
38425,reset,risEt
38426,resettle,"risEtl,"
38427,resettlement,"risEtl,m@nt"
38428,reshuffle,"riSVfl,"
38429,reshuffle,"riSVfl,"
38430,reside,rIzaId
38431,residein,rIzaIdIn
38432,residence,rEzId@ns
38433,residency,rEzId@nsI
38434,resident,rEzId@nt
38435,resident,rEzId@nt
38436,Resident,rEzId@nt
38437,residential,"rEzIdEnSl,"
38438,residentialqualifications,"rEzIdEnSl,kwOlIfIkeISn,z"
38439,residual,rIzIdjU@l
38440,residuary,rIzIdjU@rI
38441,residue,rEzIdju
38442,resign,rIzaIn
38443,resignation,"rEzIgneISn,"
38444,resigned,rIzaInd
38445,resignedly,rIzaInIdlI
38446,resilience,rIzIlI@ns
38447,resiliency,rIzIlI@nsI
38448,resilient,rIzIlI@nt
38449,resiliently,rIzIlI@ntlI
38450,resin,rEzIn
38451,resinate,rEsIneIt
38452,resinated,rEzIneItId
38453,resinous,rEzIn@s
38454,resist,rIzIst
38455,resistance,rIzIst@ns
38456,resistant,rIzIst@nt
38457,resister,rIzIst@rɞ
38458,resistible,"rIzIst@bl,"
38459,resistless,rIzIstlIs
38460,resistor,rIzIst@rɞ
38461,resole,ris@Ul
38462,resolute,rEz@lut
38463,resolutely,rEz@lutlI
38464,resoluteness,rEz@lutnIs
38465,resolution,"rEz@luSn,"
38466,resolvable,"rIzOlv@bl,"
38467,resolve,rIzOlv
38468,resolve,rIzOlv
38469,resolveinto,rIzOlvIntu
38470,resonance,rEz@n@ns
38471,resonant,rEz@n@nt
38472,resonantly,rEz@n@ntlI
38473,resonate,rEz@neIt
38474,resonator,rEz@neIt@rɞ
38475,resort,rIzOt
38476,resort,rIzOt
38477,resortto,rIzOttu
38478,resound,rIzaUnd
38479,resounding,rIzaUndIN
38480,resoundingly,rIzaUndINlI
38481,resource,rIsOs
38482,resourceful,rIsOsfUl
38483,resourcefully,rIsOsfUlI
38484,resourcefulness,rIsOsfUlnIs
38485,respect,rIspEkt
38486,respect,rIspEkt
38487,respectability,rIspEkt@bIl@tI
38488,respectable,"rIspEkt@bl,"
38489,respectableness,"rIspEkt@bl,nIs"
38490,respectably,rIspEkt@blI
38491,respecter,rIspEkt@rɞ
38492,respectful,rIspEktfUl
38493,respectfully,rIspEktfUlI
38494,respectfulness,rIspEktfUlnIs
38495,respecting,rIspEktIN
38496,respective,rIspEktIv
38497,respectively,rIspEktIvlI
38498,respiration,"rEsp@reISn,"
38499,respirator,rEsp@reIt@rɞ
38500,respiratory,rIspaI@r@t@rI
38501,respire,rIspaI@rɞ
38502,respite,rEspaIt
38503,respite,rEspaIt
38504,resplendence,rIsplEnd@ns
38505,resplendency,rIsplEnd@nsI
38506,resplendent,rIsplEnd@nt
38507,resplendently,rIsplEnd@ntlI
38508,respond,rIspOnd
38509,respondent,rIspOnd@nt
38510,respondto,rIspOndtu
38511,response,rIspOns
38512,responsibility,rIspOns@bIl@tI
38513,responsible,"rIspOns@bl,"
38514,responsibly,rIspOns@blI
38515,responsive,rIspOnsIv
38516,responsively,rIspOnsIvlI
38517,responsiveness,rIspOnsIvnIs
38518,rest,rEst
38519,rest,rEst
38520,restage,risteIdZ
38521,restate,risteIt
38522,restatement,risteItm@nt
38523,restaurant,rEst@rO~N
38524,restaurantcar,rEst@rO~NkArɞ
38525,restauranteur,rEstrOnt3rɞ
38526,restaurateur,rEstOr@t3rɞ
38527,rest-cure,rEstkjU@rɞ
38528,rest-day,rEstdeI
38529,restful,rEstfUl
38530,restfully,rEstfUlI
38531,restfulness,rEstfUlnIs
38532,rest-home,rEsth@Um
38533,rest-house,rEsthaUs
38534,resting-place,rEstINpleIs
38535,restitution,"rEstItjuSn,"
38536,restive,rEstIv
38537,restively,rEstIvlI
38538,restiveness,rEstIvnIs
38539,restless,rEstlIs
38540,restlessly,rEstlIslI
38541,restlessness,rEstlIsnIs
38542,restock,ristOk
38543,reston,rEstOn
38544,restoration,"rEst@reISn,"
38545,Restoration,"rEst@reISn,"
38546,restorative,rIstOr@tIv
38547,restorative,rIstOr@tIv
38548,restore,rIstOrɞ
38549,restorer,rIstOr@rɞ
38550,restrain,rIstreIn
38551,restrained,rIstreInd
38552,restraint,rIstreInt
38553,restrict,rIstrIkt
38554,restricted,rIstrIktId
38555,restriction,"rIstrIkSn,"
38556,restrictive,rIstrIktIv
38557,restrictively,rIstrIktIvlI
38558,restrictiveness,rIstrIktIvnIs
38559,restroom,rEstrUm
38560,restructure,ristrVktS@rɞ
38561,restupon,rEst@pOn
38562,restwith,rEstwID
38563,result,rIzVlt
38564,result,rIzVlt
38565,resultant,rIzVlt@nt
38566,resultfrom,rIzVltfrOm
38567,resultin,rIzVltIn
38568,resume,rEzjumeI
38569,resume,rIzjum
38570,resumption,"rIzVmpSn,"
38571,resurface,ris3fIs
38572,resurgence,rIs3dZ@ns
38573,resurgent,rIs3dZ@nt
38574,resurrect,rEz@rEkt
38575,resurrection,"rEz@rEkSn,"
38576,Resurrection,"rEz@rEkSn,"
38577,resuscitate,rIsVsIteIt
38578,resuscitation,"rIsVsIteISn,"
38579,ret,rEt
38580,retail,riteIl
38581,retail,riteIl
38582,retail,riteIl
38583,retail,riteIl
38584,retailat,riteIlɑt
38585,retailer,riteIl@rɞ
38586,retain,rIteIn
38587,retainer,rIteIn@rɞ
38588,retake,riteIk
38589,retake,riteIk
38590,retaliate,rItɑlIeIt
38591,retaliation,"rItɑlIeISn,"
38592,retaliative,rItɑlI@tIv
38593,retaliatory,rItɑlI@t@rI
38594,retard,rItAd
38595,retardation,"ritAdeISn,"
38596,retarded,rItAdId
38597,retch,rEtS
38598,retd,rItaI@d
38599,retell,ritEl
38600,retention,"rItEnSn,"
38601,retentive,rItEntIv
38602,retentively,rItEntIvlI
38603,retentiveness,rItEntIvnIs
38604,rethink,riTINk
38605,rethink,riTINk
38606,reticence,rEtIs@ns
38607,reticent,rEtIs@nt
38608,reticently,rEtIs@ntlI
38609,reticulate,rItIkjUleIt
38610,reticulate,rItIkjUl@t
38611,reticulated,rItIkjUleItId
38612,reticulation,"rItIkjUleISn,"
38613,reticule,rEtIkjul
38614,retina,rEtIn@
38615,retinue,rEtInju
38616,retire,rItaI@rɞ
38617,retire,rItaI@rɞ
38618,retired,rItaI@d
38619,retirement,rItaI@m@nt
38620,retirementpension,"rItaI@m@ntpEnSn,"
38621,retiring,rItaI@rIN
38622,retool,ritul
38623,retort,rItOt
38624,retort,rItOt
38625,retouch,ritVtS
38626,retrace,rItreIs
38627,retract,rItrɑkt
38628,retractable,"rItrɑkt@bl,"
38629,retractile,rItrɑktaIl
38630,retraction,"rItrɑkSn,"
38631,retread,ritrEd
38632,retread,ritrEd
38633,retreat,rItrit
38634,retreat,rItrit
38635,retrench,rItrEntS
38636,retrenchment,rItrEntSm@nt
38637,retrial,ritraI@l
38638,retribution,"rEtrIbjuSn,"
38639,retributive,rItrIbjUtIv
38640,retrievable,"rItriv@bl,"
38641,retrieval,"rItrivl,"
38642,retrievalsystem,"rItrivl,sIst@m"
38643,retrieve,rItriv
38644,retriever,rItriv@rɞ
38645,retroactive,rEtr@UɑktIv
38646,retroactively,rEtr@UɑktIvlI
38647,retroflex,rEtr@UflEks
38648,retroflexed,rEtr@UflEkst
38649,retrograde,rEtr@UgreId
38650,retrograde,rEtr@UgreId
38651,retrogress,rEtr@UgrEs
38652,retrogression,"rEtr@UgrESn,"
38653,retrogressive,rEtr@UgrEsIv
38654,retrogressively,rEtr@UgrEsIvlI
38655,retrorocket,rEtr@UrOkIt
38656,retrospect,rEtr@UspEkt
38657,retrospection,"rEtr@UspEkSn,"
38658,retrospective,rEtr@UspEktIv
38659,retrospectively,rEtr@UspEktIvlI
38660,retrousse,r@truseI
38661,retroversion,"rEtr@Uv3Sn,"
38662,retsina,rEtsin@
38663,return,rIt3n
38664,return,rIt3n
38665,return,rIt3n
38666,returnable,"rIt3n@bl,"
38667,returningofficer,rIt3nINOfIs@rɞ
38668,returnmatch,rIt3nmɑtS
38669,returns,rIt3nz
38670,reunion,rijunj@n
38671,reunite,rijunaIt
38672,reusable,"rijuz@bl,"
38673,reuse,rijuz
38674,rev,rEv
38675,rev,rEv
38676,Rev,rEv@r@nd
38677,revaluation,rivɑljueIS@n
38678,revalue,rivɑlju
38679,revamp,rivɑmp
38680,reveal,rIvil
38681,revealedreligion,rIvildrIlIdZ@n
38682,revealing,rIvilIN
38683,reveille,rIvɑlI
38684,revel,"rEvl,"
38685,revel,"rEvl,"
38686,revelation,"rEv@leISn,"
38687,Revelation,"rEv@leISn,"
38688,Revelations,"rEv@leISn,z"
38689,revelin,"rEvl,In"
38690,reveller,"rEvl,@rɞ"
38691,revelry,"rEvl,rI"
38692,revenge,rIvEndZ
38693,revenge,rIvEndZ
38694,revengeful,rIvEndZfUl
38695,revengefully,rIvEndZfUlI
38696,revengefulness,rIvEndZfUlnIs
38697,revengeon,rIvEndZOn
38698,revenue,rEv@nju
38699,revenueofficer,rEv@njuOfIs@rɞ
38700,revenuetariff,rEv@njutɑrIf
38701,revenuetax,rEv@njutɑks
38702,reverberant,rIv3b@r@nt
38703,reverberate,rIv3b@reIt
38704,reverberation,"rIv3b@reISn,"
38705,revere,rIvI@rɞ
38706,reverence,rEv@r@ns
38707,reverence,rEv@r@ns
38708,reverend,rEv@r@nd
38709,Reverend,rEv@r@nd
38710,reverent,rEv@r@nt
38711,reverential,"rEv@rEnSl,"
38712,reverentially,rEv@rEnS@lI
38713,reverently,rEv@r@ntlI
38714,reverie,rEv@rI
38715,revers,rIvI@rɞ
38716,reversal,"rIv3sl,"
38717,reverse,rIv3s
38718,reverse,rIv3s
38719,reverse,rIv3s
38720,reversegear,rIv3sgI@rɞ
38721,reversely,rIv3slI
38722,reversibility,rIv3s@bIl@tI
38723,reversible,"rIv3s@bl,"
38724,reversion,"rIv3Sn,"
38725,reversionary,"rIv3Sn,@rI"
38726,revertible,"rIv3t@bl,"
38727,revertto,rIv3ttu
38728,revetment,rIvEtm@nt
38729,review,rIvju
38730,review,rIvju
38731,reviewer,rIvju@rɞ
38732,revile,rIvaIl
38733,reviler,rIvaIl@rɞ
38734,revise,rIvaIz
38735,revise,rIvaIz
38736,RevisedVersion,"rIvaIzdv3Sn,"
38737,reviser,rIvaIz@rɞ
38738,revision,"rIvIZn,"
38739,revisionism,rIvIZ@nIz@m
38740,revisionist,"rIvIZn,Ist"
38741,revisionist,"rIvIZn,Ist"
38742,revitalization,"rivaIt@laIzeISn,"
38743,revitalize,rivaIt@laIz
38744,revival,"rIvaIvl,"
38745,revivalist,rIvaIv@lIst
38746,RevivalofLearning,"rIvaIvl,Ovl3nIN"
38747,revive,rIvaIv
38748,revivify,rivIvIfaI
38749,revocable,"rEv@k@bl,"
38750,revocation,"rEv@keISn,"
38751,revoke,rIv@Uk
38752,revoke,rIv@Uk
38753,revolt,rIv@Ult
38754,revolt,rIv@Ult
38755,revolting,rIv@UltIN
38756,revoltingly,rIv@UltINlI
38757,revolution,"rEv@luSn,"
38758,revolutionary,"rEv@luSn,@rI"
38759,revolutionary,"rEv@luSn,@rI"
38760,revolutionize,"rEv@luSn,aIz"
38761,revolve,rIvOlv
38762,revolveabout,rIvOlv@baUt
38763,revolver,rIvOlv@rɞ
38764,revolveround,rIvOlvraUnd
38765,revolving,rIvOlvIN
38766,revue,rIvju
38767,revulsion,"rIvVlSn,"
38768,revup,rEvVp
38769,reward,rIwOd
38770,reward,rIwOd
38771,rewarding,rIwOdIN
38772,rewards,rIwOdz
38773,rewire,riwaI@rɞ
38774,reword,riw3d
38775,rewrite,riraIt
38776,rewrite,riraIt
38777,Rex,rEks
38778,rh,raIthɑnd
38779,rhapsodize,rɑps@daIz
38780,rhapsody,rɑps@dI
38781,rhea,rI@
38782,Rhenish,rinIS
38783,Rhenish,rinIS
38784,rheostat,rI@Ustɑt
38785,rhesus,ris@s
38786,Rhesusfactor,ris@sfɑkt@rɞ
38787,rhesusmonkey,ris@smVNkI
38788,rhetoric,rEt@rIk
38789,rhetorical,"rItOrIkl,"
38790,rhetorically,rItOrIk@lI
38791,rhetoricalquestion,"rItOrIkl,kwEstS@n"
38792,rhetorician,"rEt@rISn,"
38793,rheum,rum
38794,rheumatic,rumɑtIk
38795,rheumatic,rumɑtIk
38796,rheumaticfever,rumɑtIkfiv@rɞ
38797,rheumaticky,rumɑtIkI
38798,rheumatics,rumɑtIks
38799,rheumatism,rum@tIz@m
38800,rheumatoid,rum@tOId
38801,Rhfactor,AreItSfɑkt@rɞ
38802,rhinal,"raInl,"
38803,Rhine,raIn
38804,rhinestone,raInst@Un
38805,Rhinewine,raInwaIn
38806,rhino,raIn@U
38807,rhinoceros,raInOs@r@s
38808,rhizome,raIz@Um
38809,rhododendron,r@Ud@dEndr@n
38810,rhomb,rOm
38811,rhomboid,rOmbOId
38812,rhomboid,rOmbOId
38813,rhomboidal,"rOmbOIdl,"
38814,rhombus,rOmb@s
38815,rhubarb,rubAb
38816,rhyme,raIm
38817,rhyme,raIm
38818,rhymed,raImd
38819,rhymester,raImst@rɞ
38820,rhymingcouplet,raImINkVplIt
38821,rhymingslang,raImINslɑN
38822,rhythm,rID@m
38823,rhythmic,rIDmIk
38824,rhythmical,"rIDmIkl,"
38825,rhythmically,rIDmIk@lI
38826,rib,rIb
38827,rib,rIb
38828,ribald,rIb@ld
38829,ribald,rIb@ld
38830,ribaldry,rIb@ldrI
38831,riband,rIb@nd
38832,ribbed,rIbd
38833,ribbing,rIbIN
38834,ribbon,rIb@n
38835,ribbondevelopment,rIb@ndIvEl@pm@nt
38836,ribcage,rIbkeIdZ
38837,riboflavin,raIb@UfleIvIn
38838,rice,raIs
38839,ricepaddy,raIspɑdI
38840,rice-paper,raIspeIp@rɞ
38841,ricepudding,raIspUdIN
38842,rich,rItS
38843,rich,rItS
38844,riches,rItSIz
38845,richly,rItSlI
38846,richness,rItSnIs
38847,rick,rIk
38848,rick,rIk
38849,rickets,rIkIts
38850,rickety,rIk@tI
38851,rickshaw,rIkSO
38852,ricochet,rIk@SeI
38853,ricochet,rIk@SeI
38854,riddance,rId@ns
38855,ridden,"rIdn,"
38856,riddle,"rIdl,"
38857,riddle,"rIdl,"
38858,riddlewith,"rIdl,wID"
38859,ride,raId
38860,ride,raId
38861,ridedown,raIddaUn
38862,ridein,raIdIn
38863,rideon,raIdOn
38864,rideout,raIdaUt
38865,rider,raId@rɞ
38866,riderless,raId@lIs
38867,rideup,raIdVp
38868,ridge,rIdZ
38869,ridge,rIdZ
38870,ridgepole,rIdZp@Ul
38871,ridge-tile,rIdZtaIl
38872,ridicule,rIdIkjul
38873,ridicule,rIdIkjul
38874,ridiculous,rIdIkjUl@s
38875,ridiculously,rIdIkjUl@slI
38876,ridiculousness,rIdIkjUl@snIs
38877,riding,raIdIN
38878,riding-breeches,raIdINbrItSIz
38879,riding-habit,raIdINhɑbIt
38880,riding-lamp,raIdINlɑmp
38881,riding-light,raIdINlaIt
38882,riding-master,raIdINmAst@rɞ
38883,riding-school,raIdINskul
38884,ridof,rIdOv
38885,Riesling,rizlIN
38886,rife,raIf
38887,riff,rIf
38888,riffle,"rIfl,"
38889,rifflethrough,"rIfl,Tru"
38890,riffraff,rIfrɑf
38891,rifle,"raIfl,"
